AIRLINEIATACODE,ID,AIRLINENAME,BIZMODEL,ACTIVESTATUS,GROUPNAME,HUBAIRPORTIATACODE,COUNTRYCODE,STARTDATE,ENDDATE,LOAD_TIME
UR,805,Uganda Airlines,Full Service Carrier,1,,EBB,UG,27/08/2019,31/12/2199,
US,806,Puerto Rico International Airlines,Full Service Carrier,1,,SJU,PR,01/01/2000,31/12/2199,
UT,807,Utair Aviation,Full Service Carrier,1,Utair Group,VKO,RU,28/10/1992,31/12/2199,
UU,808,Air Austral,Full Service Carrier,1,,RUN,RE,01/01/2000,31/12/2199,
UV,809,Helicopteros Del Sureste,General Aviation,1,,AGP,ES,01/01/2000,31/12/2199,
UV,810,Universal Airways, Inc.,Charter,1,,,US,01/01/2000,31/12/2199,
UX,811,Air Europa Lineas Aereas,Full Service Carrier,1,International Airlines Group (Iag),MAD,ES,01/01/2000,31/12/2199,
UY,812,Sky Prime,Charter,1,,RUH,SA,01/01/2000,31/12/2199,
UZ,813,Buraq Air,Full Service Carrier,1,,MJI,LY,01/01/2000,31/12/2199,
V0,814,Conviasa,Full Service Carrier,1,,CCS,VE,01/01/2000,31/12/2199,
V2,815,Avialeasing Aviation Co,Charter,1,,TAS,UZ,01/01/2000,31/12/2199,
V3,816,Carpatair,Regional/Commuter,1,,TSR,RO,01/01/2000,31/12/2199,
V4,817,Vieques Air Link,Regional/Commuter,1,,VQS,PR,01/01/2000,31/12/2199,
V5,818,AerovÃ­as Dap,Regional/Commuter,1,,PUQ,CL,01/01/2000,31/12/2199,
V6,819,Vi Airlink,Charter,1,,EIS,VG,01/01/2000,31/12/2199,
V7,820,Volotea,Low Cost Carrier,1,,NAP,ES,05/04/2012,31/12/2199,
V8,821,Iliamna Air Taxi,Regional/Commuter,1,,ANC,US,01/01/2000,31/12/2199,
V9,822,Van Air Europe, a.s.,,1,,BRQ,CZ,01/01/2000,31/12/2199,
V9,823,Van Air Europe,Charter,1,,BRQ,CZ,01/01/2000,31/12/2199,
VA,824,Virgin Australia,Full Service Carrier,1,Virgin Australia Holdings Limited,BNE,AU,31/08/2000,31/12/2199,
VB,825,Viva Aerobus,Low Cost Carrier,1,,MTY,MX,30/11/2006,31/12/2199,
VC,826,Viaair,Regional/Commuter,1,,,US,01/01/2000,31/12/2199,
VC,827,Voyageur Airways,Charter,1,Chorus Aviation Inc.,YYB,CA,01/01/2000,31/12/2199,
VE,828,Easyfly,Regional/Commuter,1,,BOG,CO,01/01/2000,31/12/2199,
VF,829,Fly Armenia Airways,Full Service Carrier,1,,EVN,AM,01/01/2000,31/12/2199,
VG,830,Vipper Bv,Other,1,,,NL,01/01/2000,31/12/2199,
VH,831,Viva Air Colombia,Low Cost Carrier,1,Grupo Viva,MDE,CO,25/05/2012,31/12/2199,
VJ,832,Vietjet Air,Low Cost Carrier,1,Vietjet Group,HAN,VN,25/12/2011,31/12/2199,
VL,833,Med-View Airline,Charter,1,,LOS,NG,01/01/2000,31/12/2199,
VM,834,Max Air (Nigeria),Charter,1,,DKA,NG,01/01/2000,31/12/2199,
VN,835,Vietnam Airlines,Full Service Carrier,1,Vietnam Airlines Corporation,SGN,VN,27/05/1995,31/12/2199,
VO,836,Voyage Air,Full Service Carrier,1,,,BG,01/01/2000,31/12/2199,
VP,837,Flyme,Regional/Commuter,1,,VAM,MV,01/10/2011,31/12/2199,
VQ,838,Novoair,Regional/Commuter,1,,DAC,BD,01/01/2000,31/12/2199,
VR,839,Cabo Verde Airlines,Full Service Carrier,1,Icelandair Group,SID,CV,01/01/2000,31/12/2199,
VS,840,Virgin Atlantic Airways,Full Service Carrier,1,,LHR,GB,22/06/1984,31/12/2199,
VT,841,Air Tahiti,Regional/Commuter,1,,PPT,PF,01/01/2000,31/12/2199,
VU,842,Vietravel Airlines,Full Service Carrier,1,,HUI,VN,25/01/2021,31/12/2199,
VV,843,Viva Air PerÃº,Low Cost Carrier,1,Grupo Viva,LIM,PE,09/05/2017,31/12/2199,
VY,844,Vueling,Low Cost Carrier,1,International Airlines Group (Iag),BCN,ES,01/01/2000,31/12/2199,
VZ,845,Aero Vip,Charter,1,,VRL,PT,01/01/2000,31/12/2199,
VZ,846,Thai Vietjet Air,Low Cost Carrier,1,Vietjet Group,BKK,TH,29/03/2015,31/12/2199,
W1,847,World Ticket Ltd,Other,1,,,DK,01/01/2000,31/12/2199,
W2,848,Flexflight,Charter,1,,RKE,DK,01/01/2000,31/12/2199,
W3,849,Arik Air,Full Service Carrier,1,,LOS,NG,01/01/2000,31/12/2199,
W4,850,Ulendo Airlink,Charter,1,,LLW,MW,01/01/2000,31/12/2199,
W5,851,Mahan Air,Full Service Carrier,1,,IKA,IR,01/01/2000,31/12/2199,
W6,852,Wizz Air,Low Cost Carrier,1,Wizz Air Group,BUD,HU,19/05/2004,31/12/2199,
W7,853,Pop Linhas Aereas,Regional/Commuter,1,,GIG,BR,01/01/2000,31/12/2199,
W9,854,Wizz Air Uk,Low Cost Carrier,1,Wizz Air Group,LTN,GB,01/01/2000,31/12/2199,
WA,855,Klm Cityhopper,Regional/Commuter,1,Air France-Klm S.A.,AMS,NL,01/01/2000,31/12/2199,
WB,856,Rwandair,Full Service Carrier,1,,KGL,RW,01/01/2000,31/12/2199,
WC,857,Meregrass,Charter,1,,,US,01/01/2000,31/12/2199,
WE,858,Thai Smile,Regional/Commuter,1,Thai Airways Group,BKK,TH,01/01/2000,31/12/2199,
WF,859,Wideroe'S Flyveselskap,Regional/Commuter,1,,BGO,NO,01/01/2000,31/12/2199,
WG,860,Sunwing Airlines,Low Cost Carrier,1,Westjet Group,YYZ,CA,01/01/2000,31/12/2199,
WH,861,Wdl Aviation,Charter,1,,,DE,01/01/2000,31/12/2199,
WI,862,White Airways,Charter,1,,LIS,PT,01/01/2000,31/12/2199,
WJ,863,Jetsmart (Argentina),Low Cost Carrier,1,Jetsmart Group,EPA,AR,10/04/2019,31/12/2199,
WK,864,Edelweiss Air,Full Service Carrier,1,Deutsche Lufthansa Ag,ZRH,CH,01/01/2000,31/12/2199,
WL,865,World Atlantic Airlines,Charter,1,,MIA,US,01/01/2000,31/12/2199,
WM,866,Winair,Regional/Commuter,1,,SXM,SX,01/01/2000,31/12/2199,
WN,867,Southwest Airlines,Low Cost Carrier,1,Southwest Airlines Co.,DAL,US,01/01/2000,31/12/2199,
WO,868,Swoop,Low Cost Carrier,1,Westjet Group,YYC,CA,20/06/2018,31/12/2199,
WQ,869,Swift Air L.L.C.,Charter,1,,,US,01/01/2000,31/12/2199,
WR,870,Westjet Encore,Regional/Commuter,1,Westjet Group,YYC,CA,24/06/2013,31/12/2199,
WS,871,Westjet,Low Cost Carrier,1,Westjet Group,YYC,CA,29/02/1996,31/12/2199,
WT,872,Swiftair,Charter,1,,MAD,ES,01/01/2000,31/12/2199,
WU,873,Jetways Airlines,Full Service Carrier,1,,WIL,KE,01/01/2000,31/12/2199,
WV,874,Westair Aviation,Charter,1,,ERS,NA,01/01/1967,31/12/2199,
WW,875,M Jets International,Charter,1,,KUL,MY,01/01/2000,31/12/2199,
WX,876,Cityjet,Regional/Commuter,1,,LCY,IE,01/01/2000,31/12/2199,
WY,877,Oman Air,Full Service Carrier,1,,MCT,OM,01/01/2000,31/12/2199,
WZ,878,Red Wings,Charter,1,,DME,RU,24/06/1999,31/12/2199,
X1,879,Hahn Air Technologies,Other,1,,,DE,01/01/2000,31/12/2199,
X3,880,Tuifly,Charter,1,Tui Group,CGN,DE,01/01/2000,31/12/2199,
X4,881,Air Excursions, Llc,Regional/Commuter,1,,JNU,US,01/01/2000,31/12/2199,
X5,882,Air Europa Express,Regional/Commuter,1,,VLC,ES,11/01/2016,31/12/2199,
X7,883,Exec Air,Charter,1,,EDI,GB,01/01/2000,31/12/2199,
X9,884,Avion Express,Charter,1,,VNO,LT,01/01/2000,31/12/2199,
XC,885,Corendon Airlines,Charter,1,,AYT,TR,01/01/2000,31/12/2199,
XE,886,Jsx,Charter,1,,BUR,US,19/04/2016,31/12/2199,
XJ,887,Thai Airasia X,Low Cost Carrier,1,Airasia X Group,DMK,TH,17/06/2014,31/12/2199,
XK,888,Air Corsica,Regional/Commuter,1,,AJA,FR,01/01/2000,31/12/2199,
XL,889,Latam Airlines Ecuador,Full Service Carrier,1,Latam Airlines Group S.A.,GYE,EC,01/01/2000,31/12/2199,
XM,890,Zimex Aviation,Charter,1,,ACH,CH,01/01/2000,31/12/2199,
XN,891,Xpress Air,Full Service Carrier,1,,UPG,ID,01/01/2000,31/12/2199,
XO,892,Seair International,Regional/Commuter,1,,CRK,PH,01/01/2000,31/12/2199,
XQ,893,Sunexpress,Low Cost Carrier,1,Deutsche Lufthansa Ag,AYT,TR,01/01/2000,31/12/2199,
XR,894,Corendon Airlines Europe,Charter,1,,MLA,MT,26/05/2017,31/12/2199,
XR,895,Corendon Airlines Europe,Regional/Commuter,1,,MLA,AU,01/01/2000,31/12/2199,
XU,896,African Express Airways,Full Service Carrier,1,,NBO,KE,01/01/2000,31/12/2199,
XY,897,Flynas,Low Cost Carrier,1,,RUH,SA,01/01/2000,31/12/2199,
XZ,898,Sa Express,Regional/Commuter,1,,JNB,ZA,01/01/2000,31/12/2199,
Y0,899,Yellow Air Taxi,Charter,1,,FLL,US,01/01/2000,31/12/2199,
Y2,900,Air Century,Charter,1,,JBQ,DO,01/01/2000,31/12/2199,
Y3,901,Sky Kg Airlines,Charter,1,,FRU,KG,01/01/2000,31/12/2199,
Y4,902,Volaris,Low Cost Carrier,1,Volaris Group,MEX,MX,01/01/2000,31/12/2199,
Y5,903,Golden Myanmar Airlines,Full Service Carrier,1,,MDL,MM,01/01/2000,31/12/2199,
Y6,904,Ab Aviation,Regional/Commuter,1,,HAH,KM,01/01/2000,31/12/2199,
Y7,905,Nordstar Airlines,Full Service Carrier,1,,NSK,RU,17/06/2009,31/12/2199,
Y8,906,Suparna Airlines,Full Service Carrier,1,Hainan Airlines Group (Hna),PVG,CN,15/12/2015,31/12/2199,
Y9,907,Kish Air,Regional/Commuter,1,,THR,IR,01/01/2000,31/12/2199,
YB,908,Harbour Air,Regional/Commuter,1,,CXH,CA,01/01/2000,31/12/2199,
YC,909,Yamal Airlines,Regional/Commuter,1,,TJM,RU,07/04/1997,31/12/2199,
YD,910,Synergy Aviation,General Aviation,1,,,GB,01/01/2000,31/12/2199,
YE,911,Yanair,Regional/Commuter,1,,IEV,UA,01/01/2000,31/12/2199,
YF,912,Department Of National Defence,Other,1,,,CA,01/01/2000,31/12/2199,
YH,913,Sunsplash Aviation,Regional/Commuter,1,,MIA,US,01/01/2000,31/12/2199,
YI,914,Air Sunshine,Regional/Commuter,1,,FLL,US,01/01/2000,31/12/2199,
YK,915,Avia Traffic Company,Regional/Commuter,1,,FRU,KG,01/01/2000,31/12/2199,
YL,916,Libyan Wings,Charter,1,,MJI,LY,01/01/2000,31/12/2199,
YN,917,Air Creebec,Regional/Commuter,1,,YKQ,CA,05/07/1982,31/12/2199,
YO,918,Heli Air Monaco,General Aviation,1,,NCE,MC,01/01/2000,31/12/2199,
YP,919,Air Premia,Full Service Carrier,1,,ICN,KR,01/06/2021,31/12/2199,
YQ,920,Tar Aerolineas,Regional/Commuter,1,,QRO,MX,15/01/2014,31/12/2199,
YR,921,Scenic Airlines,Regional/Commuter,1,,PGA,US,01/01/2000,31/12/2199,
YT,922,Yeti Airlines,Regional/Commuter,1,,KTM,NP,01/01/2000,31/12/2199,
YU,923,Euroatlantic Airways,Full Service Carrier,1,,LIS,PT,01/01/2000,31/12/2199,
YV,924,Mesa Airlines,Regional/Commuter,1,Mesa Air Group, Inc.,PHX,US,01/01/2000,31/12/2199,
YW,925,Iberia Regional Air Nostrum,Regional/Commuter,1,International Airlines Group (Iag),BCN,ES,01/01/2000,31/12/2199,
YX,926,Republic Airways,Regional/Commuter,1,Republic Airways Holdings,IND,US,01/01/2000,31/12/2199,
Z1,927,Airline Control Systems,Other,1,,,ZA,01/01/2000,31/12/2199,
Z2,928,Philippines Airasia,Low Cost Carrier,1,Capital A Berhad,MNL,PH,01/01/2000,31/12/2199,
Z3,929,Tanana Air Service,Regional/Commuter,1,,MCG,US,01/01/2000,31/12/2199,
Z4,930,Puma Air Linhas Aereas,Regional/Commuter,1,,BEL,BR,01/01/2000,31/12/2199,
Z7,931,Amaszonas Uruguay,Regional/Commuter,1,Amaszonas Group,MVD,UY,05/10/2016,31/12/2199,
Z8,932,Amaszonas,Regional/Commuter,1,Amaszonas Group,TDD,BO,01/01/2000,31/12/2199,
ZA,933,Sky Angkor Airlines,Charter,1,,REP,KH,01/01/2000,31/12/2199,
ZB,934,Air Albania,Full Service Carrier,1,,TIA,AL,14/09/2018,31/12/2199,
ZC,935,Royal Eswatini National Airways Corporation,,1,,,SZ,01/01/2018,31/12/2199,
ZD,936,Ewa Air,Regional/Commuter,1,,DZA,YT,29/10/2013,31/12/2199,
ZF,937,Azur Air,Charter,1,,,RU,01/02/2015,31/12/2199,
ZG,938,Zipair,Low Cost Carrier,1,Japan Airlines Co., Ltd.,NRT,JP,03/06/2020,31/12/2199,
ZH,939,Shenzhen Airlines,Full Service Carrier,1,Air China Limited,SZX,CN,19/09/1993,31/12/2199,
ZJ,940,Air Routing International L.P.,Other,1,,,US,01/01/2000,31/12/2199,
ZL,941,Regional Express (Rex),Regional/Commuter,1,Regional Express Holdings Limited,SYD,AU,01/01/2000,31/12/2199,
ZM,942,Air Manas,Low Cost Carrier,1,,FRU,KG,01/01/2000,31/12/2199,
ZN,943,Zambia Airways,Full Service Carrier,1,,LUN,ZM,01/11/2021,31/12/2199,
ZO,944,Colorful Yunnan General Aviation,Regional/Commuter,1,,,CN,01/01/2000,31/12/2199,
ZO,945,Zoom Air (India),Full Service Carrier,1,,DEL,IN,15/02/2017,31/12/2199,
ZP,946,Paranair,Full Service Carrier,1,,ASU,PY,15/10/2018,31/12/2199,
ZR,947,Aviacon Zito-Trans,Charter,1,,SVX,RU,01/01/2000,31/12/2199,
ZT,948,Titan Airways,Charter,1,,STN,GB,01/01/2000,31/12/2199,
ZT,949,Thai Eastar Jet,Low Cost Carrier,1,,BKK,TH,01/01/2000,31/12/2199,
ZU,950,Ethiopian Mozambique Airlines,Full Service Carrier,1,Ethiopian Airlines Group,MPM,MZ,01/12/2018,31/12/2199,
ZW,951,Air Wisconsin,Regional/Commuter,1,,ATW,US,01/01/2000,31/12/2199,
ZX,952,Pivot Airlines,Regional/Commuter,1,,YYZ,CA,01/01/2000,31/12/2199,
MI,953,Freebird Airlines Europe Ltd,Charter,1,,MLA,MT,20/02/2019,31/12/2199,
CC,954,Air Atlanta Icelandic,Charter,1,,KEF,IS,01/01/2000,31/12/2199,
GM,955,Tri-Mg Intra Asia Airlines,Charter,1,,CGK,ID,01/01/2000,31/12/2199,
EQ,956,Fly Angola,Full Service Carrier,1,,LAD,AO,01/01/2000,31/12/2199,
KI,957,Sks Airways,Regional/Commuter,1,,JHB,MY,25/01/2022,31/12/2199,
HH,958,Qanot Sharq Airlines,Full Service Carrier,1,,TAS,UZ,14/10/2021,31/12/2199,
G6,959,Global Crossing Airlines,Charter,1,,MIA,US,07/08/2021,31/12/2199,
HB,960,Greater Bay Airlines,Low Cost Carrier,1,,HKG,HK,01/01/2000,31/12/2199,
FS,961,Flyr,Low Cost Carrier,1,,OSL,NO,30/06/2021,31/12/2199,
XP,962,Avelo Airlines,Low Cost Carrier,1,,BUR,US,28/04/2021,31/12/2199,
MW,963,Connect Airlines,Regional/Commuter,0,,YTZ,CA,01/01/2000,31/12/2199,
IU,964,Super Air Jet,Low Cost Carrier,1,,CGK,ID,01/12/2021,31/12/2199,
4Y,965,Eurowings Discover,Low Cost Carrier,1,,FRA,DE,24/07/2021,31/12/2199,
EA,966,Emerald Airlines (Ireland),Regional/Commuter,1,,DUB,IE,26/02/2022,31/12/2199,
AZ,967,Italia Trasporto Aereo (Ita Airways),Full Service Carrier,1,,FCO,IT,15/10/2021,31/12/2199,
2W,968,World 2 Fly, S.L,Charter,1,,PMI,ES,01/01/2000,31/12/2199,
3P,969,World2Fly Portugal,Charter,1,,LIS,PT,04/06/2022,31/12/2199,
BD,970,Budget Lines Cargo,Charter,1,,DMK,TH,01/01/2000,31/12/2199,
BN,971,Luxwing Ltd,,1,,,MT,01/01/2000,31/12/2199,
DM,972,Arajet,Low Cost Carrier,1,,SDQ,DO,01/01/2000,31/12/2199,
DU,973,Sky Jet M.G. Inc,,1,,,CA,01/01/2021,31/12/2199,
F6,974,Fly2Sky,Charter,1,,SOF,BG,01/01/2000,31/12/2199,
GH,975,Galistair Trading Ltd,,1,,,MT,01/01/2000,31/12/2199,
H6,976,European Air Charter,Charter,1,,SOF,BG,01/01/2000,31/12/2199,
H7,977,Hisky,,1,,,MD,01/01/2000,31/12/2199,
JF,978,Ott Airlines,,1,,,CN,01/01/2000,31/12/2199,
KW,979,Llc Air Company Aerostan,Charter,1,,FRU,KG,01/01/2000,31/12/2199,
LI,980,Etf Airways D.O.O,,1,,,HR,01/01/2000,31/12/2199,
MW,981,Waltzing Matilda Aviation Llc,,1,,,US,01/01/2000,31/12/2199,
N6,982,Tca Airlines,,1,,,GE,01/01/2000,31/12/2199,
OJ,983,Nyxair Ou,Regional/Commuter,1,,TLL,EE,01/01/2000,31/12/2199,
ST,984,Air Thanlwin,,1,,,MM,01/01/2000,31/12/2199,
T2,985,Mcs Aerocarga De Mexico,,1,,,MX,01/01/2000,31/12/2199,
TQ,986,Tailwind Air,Regional/Commuter,1,,FRG,US,01/01/2000,31/12/2199,
U5,987,United Nigeria Airlines,Regional/Commuter,1,,ENU,NG,12/02/2021,31/12/2199,
WU,988,Western Air,Regional/Commuter,1,,FPO,BS,01/01/2000,31/12/2199,
YJ,989,Asian Express Aviation,,1,,,CN,01/01/2000,31/12/2199,
ZQ,990,German Airways Gmbh & Co.Kg,Charter,1,,CGN,DE,01/01/2000,31/12/2199,
KA,991,Aero Nomad,Regional/Commuter,1,,FRU,KG,01/01/2000,31/12/2199,
HN,992,Equair,Regional/Commuter,1,,UIO,EC,10/01/2022,31/12/2199,
N0,993,Norse Atlantic Airways,Low Cost Carrier,1,,OSL,NO,14/06/2022,31/12/2199,
YS,994,Flightlink Air Charters,Charter,1,,DAR,TZ,01/01/2000,31/12/2199,
7K,995,CSafe Global,,1,,,RU,01/09/2019,31/12/2199,
LZ,996,Air Link,Regional/Commuter,1,Regional Express Holdings Limited,DBO,AU,01/12/2019,31/12/2199,
JZ,997,Jetsmart Airlines Peru,Low Cost Carrier,1,Jetsmart Group,LIM,PE,14/06/2022,31/12/2199,
HE,998,Bar Aviation,Regional/Commuter,1,,,UG,01/10/2021,31/12/2199,
UN,999,East Coast Airlines,Charter,1,,,US,01/01/2022,31/12/2199,
HS,1000,Heli Securite Helicopter,Regional/Commuter,1,,,FR,01/01/2022,31/12/2199,
RN,1001,Aeronexus,Charter,1,,,ZA,01/11/2021,31/12/2199,
TF,1002,Bra - Braathens Regional Airlines,Charter,0,,BMA,SE,29/02/2016,31/12/2199,
X8,1003,Avion Express Malta,Charter,1,,MLA,MT,20/05/2019,31/12/2199,
OL,1004,Ultra Air,Low Cost Carrier,1,,MDE,CO,23/02/2022,31/12/2199,
HN,1005,Heston Airlines,Charter,1,,VNO,LT,01/01/2000,31/12/2199,
L5,1006,Red Air,Full Service Carrier,1,,SDQ,DO,01/01/2000,31/12/2199,
5G,1007,Shirak Avia,Regional/Commuter,1,,EVN,AM,01/01/2000,31/12/2199,
QP,1008,Akasa Air,Low Cost Carrier,1,,BOM,IN,01/07/2022,31/12/2199,
YI,1009,Oya International Airline,Full Service Carrier,1,,MJI,LY,01/01/2000,31/12/2199,
KK,1010,Leav Aviation,Charter,1,,CGN,DE,01/01/2000,31/12/2199,
AH,1011,Airhub Airlines,Charter,1,,MLA,MT,01/01/2000,31/12/2199,
2R,1012,Sunlight Air,Charter,1,,MNL,PH,24/12/2020,31/12/2199,
3F,1013,Flyone Armenia,Full Service Carrier,1,,EVN,AM,01/01/2000,31/12/2199,
4M,1014,Mavi Gok Havacilik As,,1,,AYT,TR,01/01/2000,31/12/2199,
4Q,1015,25Only Aviation,,1,,,DE,01/01/2000,31/12/2199,
AU,1016,Canada Jetlines,Low Cost Carrier,1,,YYZ,CA,01/01/2000,31/12/2199,
C9,1017,Cronos Airlines Benin,,1,,,BJ,01/01/2000,31/12/2199,
CT,1018,Air Atlanta Europe Ltd,,1,,,MT,01/01/2000,31/12/2199,
DC,1019,Air Georgia,,1,,,GE,01/01/2000,31/12/2199,
GH,1020,Aircompany Georgian Airlines,,1,,,GE,01/01/2000,31/12/2199,
IP,1021,Pelita Air Service,,1,,,ID,01/01/2000,31/12/2199,
KS,1022,Air Connect,,1,,,RO,01/01/2000,31/12/2199,
SE,1023,European Cargo Limited,,1,,,GB,01/01/2000,31/12/2199,
TD,1024,Usac Airways 695,,1,,,US,01/01/2000,31/12/2199,
U0,1025,Ultra Air S.A.S,,1,,,CO,01/01/2000,31/12/2199,
UH,1026,Jet Exchange,,1,,,GB,01/01/2000,31/12/2199,
XT,1027,Globus,,1,,,RU,01/01/2000,31/12/2199,
XZ,1028,Aeroitalia,Full Service Carrier,1,,FRL,IT,09/07/2022,31/12/2199,
ZS,1029,Aviation Horizons,,1,,,SA,01/01/2000,31/12/2199,
ZV,1030,Aerotransportes Rafilher,,1,,,MX,01/01/2000,31/12/2199,
9P,1031,Fly Jinnah,Low Cost Carrier,1,,KHI,PK,31/10/2022,31/12/2199,
VK,1032,Valuejet,Virtual Carrier,1,,LOS,NG,10/10/2022,31/12/2199,
E6,1033,Eurowings Europe Ltd.,,1,,,MT,01/01/2000,31/12/2199,
HG,1034,Hala Air,,1,,,LY,01/01/2000,31/12/2199,
LB,1035,Libyan Express,,1,,,LY,01/01/2000,31/12/2199,
RE,1036,Airhub Airlines Limited,,1,,,MT,01/01/2000,31/12/2199,
TD,1037,Tbilisi Airways Llc,,1,,,GE,01/01/2000,31/12/2199,
W4,1038,Wizz Air Malta,Low Cost Carrier,1,Wizz Air Group,MLA,MT,01/01/2000,31/12/2199,
W7,1039,Makers Air,,1,,,US,01/01/2000,31/12/2199,
E4,1040,Ata Aerotaxi Abaete Ltda,Charter,1,,SSA,BR,01/08/2020,31/12/2199,
9T,1041,Thai Summer Airways,Low Cost Carrier,1,,UTP,TH,01/07/2022,31/12/2199,
AB,1042,Bonza,Low Cost Carrier,1,,MCY,AU,01/01/2000,31/12/2199,
S2,1043,Sapsan Airline,,1,,,AE,01/01/2000,31/12/2199,
WP,1044,Wasaya Airways Lp,Regional/Commuter,1,,YQT,CA,01/01/2000,31/12/2199,
X6,1045,Challenge Air Cargo Ltd,,1,,,MT,01/01/2000,31/12/2199,
XN,1046,Manasik Aviation,Low Cost Carrier,1,,JED,SA,01/01/2000,31/12/2199,
Z0,1047,Norse Atlantic Uk,Low Cost Carrier,1,,LGW,GB,01/01/2000,31/12/2199,
Z9,1048,Myairline,Low Cost Carrier,1,,SZB,MY,01/12/2022,31/12/2199,
5P,1049,Panorama Airways,Charter,1,,TAS,UZ,22/12/2022,31/12/2199,
A0,1050,Ba Euroflyer Dba British Airways,,1,,,GB,01/01/2000,31/12/2199,
G6,1051,Fly Arna,Low Cost Carrier,1,,EVN,AM,03/07/2022,31/12/2199,
2A,1052,Air Astra,Regional/Commuter,1,,DAC,BD,24/11/2022,31/12/2199,
I7,1053,Indiaone Air,Regional/Commuter,1,,BBI,IN,31/10/2022,31/12/2199,
2S,1054,Southwind,Full Service Carrier,1,,AYT,TR,02/08/2022,31/12/2199,
RS,1055,Red Sea Airlines,Charter,1,,CAI,EG,25/09/2022,31/12/2199,
CW,1056,Skywest Charter Llc,,1,,,US,01/01/2000,31/12/2199,
D8,1057,Norwegian,,1,,,SE,01/01/2000,31/12/2199,
O8,1058,Marathon Airlines,Charter,1,,ATH,GR,01/01/2000,31/12/2199,
OE,1059,Fly One Airlines,,1,,,RO,01/01/2000,31/12/2199,
J0,1060,Buffalo Airways,Charter,1,,YZF,CA,02/02/2023,31/12/2199,
TT,1061,Braathens International Airways,Regional/Commuter,1,,BMA,SE,01/01/2000,31/12/2199,
BQ,1062,Sky Alps,Virtual Carrier,1,,BZO,IT,30/06/2021,31/12/2199,
C6,1063,My Freighter,,1,,,UZ,01/01/2000,31/12/2199,
DN,1064,Dan Air,Charter,1,,BBU,RO,01/01/2000,31/12/2199,
G2,1065,Gullivair,Charter,1,,,BG,11/03/2023,31/12/2199,
WH,1066,La Nueva Aerolinea,,1,,,PA,01/01/2000,31/12/2199,
8G,1067,Aero Dili,Regional/Commuter,1,,DIL,TL,30/08/2018,31/12/2199,
JI,1068,Armenian Airlines,Full Service Carrier,1,,EVN,AM,30/03/2023,31/12/2199,
Y9,1069,Lynx Air,Low Cost Carrier,1,Indigo Partners,YYC,CA,07/04/2022,31/12/2199,
B5,1070,Bbn Airlines,Charter,1,,AYT,TR,01/01/2000,31/12/2199,
UN,1071,Business Aviation Asia,,1,,,CN,01/01/2000,31/12/2199,
BM,1072,Medsky Airways,,1,,MRA,LY,20/04/2023,31/12/2199,
KW,1073,Kenai Aviation Operations,,1,,,US,01/01/2000,31/12/2199,
GW,1074,Costa Rica Green Airways,Charter,1,,SYQ,CR,25/04/2023,31/12/2199,
RN,1075,Eswatini Air,,1,,,SZ,01/01/2000,31/12/2199,
2N,1076,Smartlynx Airlines Malta,Charter,1,,MLA,MT,11/05/2023,31/12/2199,
DI,1077,Marabu Airlines Ou,Regional/Commuter,1,,HAM,EE,01/01/2000,31/12/2199,
ZU,1078,Azman Air Services,,1,,,NG,01/01/2000,31/12/2199,
FL,1079,Fly Lili,Charter,1,,SBZ,RO,01/01/2000,31/12/2199,
NM,1080,Natireva (Air Moana),Regional/Commuter,1,,PPT,PF,13/02/2023,31/12/2199,
U5,1081,Skyup Mt,Low Cost Carrier,1,,MLA,MT,01/01/2000,31/12/2199,
DJ,1082,Air Djibouti Sas,Full Service Carrier,1,,JIB,DJ,25/05/2023,31/12/2199,
S9,1083,Flybig,Regional/Commuter,1,,IDR,IN,25/05/2023,31/12/2199,
BV,1084,Toki Air,Low Cost Carrier,1,,KIJ,JP,01/01/2000,31/12/2199,
FA,1085,Freedom Ii,Charter,1,,RSW,BM,01/01/2000,31/12/2199,
FQ,1086,Crown Airlines,,1,,,LY,01/01/2000,31/12/2199,
LC,1087,La Costena,,1,,,NI,08/06/2023,31/12/2199,
R4,1088,Rano Air,,1,,,NG,01/01/2000,31/12/2199,
VO,1089,Universal Air Charter And Managemen,,1,,,MT,01/01/2000,31/12/2199,
RX,1090,Riyadh Air,Full Service Carrier,1,,RUH,SA,01/01/2000,31/12/2199,
XG,1091,USC GmbH,,1,,,MA,29/09/2023,31/12/2199,
TOM,1092,Desconocido,,1,,,00,29/09/2023,31/12/2199,
NVR,1093,Desconocido,,1,,,00,29/09/2023,31/12/2199,
BLX,1094,Desconocido,,1,,,00,29/09/2023,31/12/2199,
IG,1095,Desconocido,,1,,,00,29/09/2023,31/12/2199,
FHM,1096,Desconocido,,1,,,00,29/09/2023,31/12/2199,
9W,1097,Jet Airways,,1,,BOM,IN,29/09/2023,31/12/2199,
4X,1098,Avion Express Malta Ltd,,1,,,MT,06/06/2024,12/31/2199

